UI\UnitFrames.lua	Без сознания. Все действия заблокированы. Ходы пропускаются автоматически. Судьбу решает мастер.	ui.uf.critical_wound_desc_full
UI\UnitFrames.lua	Без сознания. Все действия заблокированы. Судьбу решает мастер.	ui.uf.critical_wound_desc_short
UI\UnitFrames.lua	Штраф ко всем характеристикам	ui.uf.wound_penalty_generic
UI\UnitFrames.lua	КРИТИЧЕСКОЕ РАНЕНИЕ (без сознания)	ui.uf.critical_wound_line
UI\UnitFrames.lua	Данные загружаются...	ui.uf.loading
UI\UnitFrames.lua	Эффект	ui.uf.effect
UI\UnitFrames.lua	Дебафф	ui.common.debuff
UI\UnitFrames.lua	Лечит	ui.effect.heals
UI\UnitFrames.lua	Урон	ui.common.damage
UI\MainFrame_GM.lua	Выберите цель!	errors.select_target
UI\MainFrame_GM.lua	Выберите NPC!	errors.select_npc
UI\MainFrame_GM.lua	У NPC не установлен HP!	errors.npc_hp_not_set
UI\MainFrame_GM.lua	Полная синхронизация выполнена	ui.gm.full_sync_done
UI\MainFrame_GM.lua	Оглушение	effects.stun.name
UI\MainFrame_GM.lua	Ослабление...	ui.gm.weakness_dialog
UI\MainFrame_GM.lua	Уязвимость...	ui.gm.vulnerability_dialog
UI\MainFrame_GM.lua	Усиление...	ui.gm.buff_dialog
UI\MainFrame_GM.lua	ЭФФЕКТЫ	ui.gm.cat_effects
UI\MainFrame_GM.lua	ПАССИВКИ NPC	ui.gm.cat_passives
UI\MainFrame_GM.lua	УТИЛИТЫ	ui.gm.cat_utils
UI\MainFrame_GM.lua	Пурж (снять бафф)	ui.gm.util_purge
UI\MainFrame_GM.lua	Диспел (снять дебафф)	ui.gm.util_dispel
UI\MainFrame_GM.lua	Снять ВСЕ эффекты	ui.gm.util_clear_all
UI\MainFrame_GM.lua	Начать бой	ui.gm.start_combat
UI\MainFrame_GM.lua	Окончить бой	ui.gm.end_combat
UI\MainFrame_GM.lua	Ход игроков	ui.queue.phase_players
UI\MainFrame_GM.lua	Ход противника	ui.queue.phase_enemy
UI\Dialogs_Wound.lua	Критическое ранение	ui.wound.master_title
UI\Dialogs_Wound.lua	Дать бросок	ui.wound.give_roll
UI\Dialogs_Wound.lua	Оставить с ранением	ui.wound.leave_wounded
UI\Dialogs_Wound.lua	Бросок на выживание	ui.wound.setup_title
UI\Dialogs_Wound.lua	Характеристика:	ui.combat.stat_label
UI\Dialogs_Wound.lua	Порог (DC):	ui.wound.dc_label
UI\Dialogs_Wound.lua	При успехе игрок выживает, но остаётся в критическом состоянии. При провале персонаж погибает.	ui.wound.hint
UI\Dialogs_Wound.lua	Отправить бросок	ui.wound.send_roll
UI\Dialogs_Wound.lua	Отмена	ui.common.cancel
UI\Dialogs_Wound.lua	Выберите характеристику!	errors.select_stat
UI\Dialogs_Wound.lua	Успех — вы выживаете, но остаётесь в критическом состоянии.\nПровал — ваш персонаж погибает.	ui.wound.player_hint
UI\Dialogs_Wound.lua	Бросить кубик	ui.wound.roll_btn
